0,0,0,82,-81.0574
0.0164,0,0,82,-81.0574
0.0328,0,0,82,-81.0573
0.0492,0,0,82,-81.0572
0.0656,0,0,82,-81.057
0.082,0,0,82,-81.0567
0.0984,0,0,82,-81.0565
0.1148,0,0,82,-81.0562
0.1312,0,0,82,-81.056
0.1476,0,0,82,-81.0559
0.164,0,0,82,-81.056
0.1804,0,0,82,-81.0561
0.1968,0,0,82,-81.0564
0.2132,0,0,82,-81.0569
0.2296,0,0,82,-81.0575
0.246,0,0,82,-81.0583
0.2624,0,0,82,-81.0593
0.2788,0,0,82,-81.0605
0.2952,0,0,82,-81.0618
0.3116,0,0,82,-81.0633
0.328,0,0,82,-81.065
0.3444,0,0,82,-81.0669
0.3608,0,0,82,-81.0689
0.3772,0,0,82,-81.0712
0.3936,0,0,82,-81.0735
0.41,0,0,82,-81.0761
0.4264,0,0,82,-81.0787
0.4428,0,0,82,-81.0816
0.4592,0,0,82,-81.0845
0.4756,0,0,82,-81.0876
0.492,0,0,82,-81.0909
0.5084,0,0,82,-81.0942
0.5248,0,0,82,-81.0977
0.5412,0,0,82,-81.1013
0.5576,0,0,82,-81.105
0.574,0,0,82,-81.1088
0.5904,0,0,82,-81.1127
0.6068,0,0,82,-81.1167
0.6232,0,0,82,-81.1208
0.6396,0,0,82,-81.125
0.656,0,0,82,-81.1292
0.6724,0,0,82,-81.1336
0.6888,0,0,82,-81.1379
0.7052,0,0,82,-81.1424
0.7216,0,0,82,-81.1469
0.738,0,0,82,-81.1515
0.7544,0,0,82,-81.1561
0.7708,0,0,82,-81.1608
0.7872,0,0,82,-81.1655
0.8036,0,0,82,-81.1702
0.82,0,0,82,-81.175
0.8364,0,0,82,-81.1798
0.8528,0,0,82,-81.1847
0.8692,0,0,82,-81.1895
0.8856,0,0,82,-81.1944
0.902,0,0,82,-81.1993
0.9184,0,0,82,-81.2043
0.9348,0,0,82,-81.2092
0.9512,0,0,82,-81.2142
0.9676,0,0,82,-81.2192
0.984,0,0,82,-81.2241
1.0004,0,0,82,-81.2291
1.0168,0,0,82,-81.2341
1.0332,0,0,82,-81.2391
1.0496,0,0,82,-81.244
1.066,0,0,82,-81.249
1.0824,0,0,82,-81.254
1.0988,0,0,82,-81.2589
1.1152,0,0,82,-81.2639
1.1316,0,0,82,-81.2688
1.148,0,0,82,-81.2737
1.1644,0,0,82,-81.2786
1.1808,0,0,82,-81.2835
1.1972,0,0,82,-81.2883
1.2136,0,0,82,-81.2932
1.23,0,0,82,-81.298
1.2464,0,0,82,-81.3028
1.2628,0,0,82,-81.3076
1.2792,0,0,82,-81.3123
1.2956,0,0,82,-81.317
1.312,0,0,82,-81.3217
1.3284,0,0,82,-81.3264
1.3448,0,0,82,-81.331
1.3612,0,0,82,-81.3356
1.3776,0,0,82,-81.3402
1.394,0,0,82,-81.3447
1.4104,0,0,82,-81.3492
1.4268,0,0,82,-81.3537
1.4432,0,0,82,-81.3581
1.4596,0,0,82,-81.3625
1.476,0,0,82,-81.3668
1.4924,0,0,82,-81.3711
1.5088,0,0,82,-81.3753
1.5252,0,0,82,-81.3795
1.5416,0,0,82,-81.3837
1.558,0,0,82,-81.3878
1.5744,0,0,82,-81.3919
1.5908,0,0,82,-81.3959
1.6072,0,0,82,-81.3999
1.6236,0,0,82,-81.4038
1.64,0,0,82,-81.4077
1.6564,0,0,82,-81.4116
1.6728,0,0,82,-81.4153
1.6892,0,0,82,-81.4191
1.7056,0,0,82,-81.4228
1.722,0,0,82,-81.4264
1.7384,0,0,82,-81.4299
1.7548,0,0,82,-81.4334
1.7712,0,0,82,-81.4369
1.7876,0,0,82,-81.4403
1.804,0,0,82,-81.4436
1.8204,0,0,82,-81.4469
1.8368,0,0,82,-81.4501
1.8532,0,0,82,-81.4533
1.8696,0,0,82,-81.4564
1.886,0,0,82,-81.4595
1.9024,0,0,82,-81.4624
1.9188,0,0,82,-81.4653
1.9352,0,0,82,-81.4682
1.9516,0,0,82,-81.471
1.968,0,0,82,-81.4737
1.9844,0,0,82,-81.4763
2.0008,0,0,82,-81.4789
2.0172,0,0,82,-81.4814
2.0336,0,0,82,-81.4839
2.05,0,0,82,-81.4862
2.0664,0,0,82,-81.4885
2.0828,0,0,82,-81.4908
2.0992,0,0,82,-81.4929
2.1156,0,0,82,-81.495
2.132,0,0,82,-81.497
2.1484,0,0,82,-81.4989
2.1648,0,0,82,-81.5008
2.1812,0,0,82,-81.5025
2.1976,0,0,82,-81.5042
2.214,0,0,82,-81.5058
2.2304,0,0,82,-81.5074
2.2468,0,0,82,-81.5088
2.2632,0,0,82,-81.5102
2.2796,0,0,82,-81.5115
2.296,0,0,82,-81.5126
2.3124,0,0,82,-81.5138
2.3288,0,0,82,-81.5148
2.3452,0,0,82,-81.5157
2.3616,0,0,82,-81.5165
2.378,0,0,82,-81.5173
2.3944,0,0,82,-81.5179
2.4108,0,0,82,-81.5185
2.4272,0,0,82,-81.519
2.4436,0,0,82,-81.5193
2.46,0,0,82,-81.5196
2.4764,0,0,82,-81.5198
2.4928,0,0,82,-81.5199
2.5092,0,0,82,-81.5198
2.5256,0,0,82,-81.5197
2.542,0,0,82,-81.5195
2.5584,0,0,82,-81.5191
2.5748,0,0,82,-81.5187
2.5912,0,0,82,-81.5182
2.6076,0,0,82,-81.5175
2.624,0,0,82,-81.5167
2.6404,0,0,82,-81.5159
2.6568,0,0,82,-81.5149
2.6732,0,0,82,-81.5138
2.6896,0,0,82,-81.5126
2.706,0,0,82,-81.5113
2.7224,0,0,82,-81.5098
2.7388,0,0,82,-81.5082
2.7552,0,0,82,-81.5066
2.7716,0,0,82,-81.5048
2.788,0,0,82,-81.5028
2.8044,0,0,82,-81.5008
2.8208,0,0,82,-81.4986
2.8372,0,0,82,-81.4963
2.8536,0,0,82,-81.4939
2.87,0,0,82,-81.4913
2.8864,0,0,82,-81.4886
2.9028,0,0,82,-81.4858
2.9192,0,0,82,-81.4828
2.9356,0,0,82,-81.4798
2.952,0,0,82,-81.4765
2.9684,0,0,82,-81.4732
2.9848,0,0,82,-81.4697
3.0012,0,0,82,-81.4661
3.0176,0,0,82,-81.4623
3.034,0,0,82,-81.4584
3.0504,0,0,82,-81.4544
3.0668,0,0,82,-81.4502
3.0832,0,0,82,-81.4459
3.0996,0,0,82,-81.4414
3.116,0,0,82,-81.4368
3.1324,0,0,82,-81.432
3.1488,0,0,82,-81.4271
3.1652,0,0,82,-81.4221
3.1816,0,0,82,-81.4169
3.198,0,0,82,-81.4116
3.2144,0,0,82,-81.4061
3.2308,0,0,82,-81.4005
3.2472,0,0,82,-81.3947
3.2636,0,0,82,-81.3888
3.28,0,0,82,-81.3827
3.2964,0,0,82,-81.3765
3.3128,0,0,82,-81.3702
3.3292,0,0,82,-81.3637
3.3456,0,0,82,-81.357
3.362,0,0,82,-81.3503
3.3784,0,0,82,-81.3433
3.3948,0,0,82,-81.3363
3.4112,0,0,82,-81.3291
3.4276,0,0,82,-81.3217
3.444,0,0,82,-81.3142
3.4604,0,0,82,-81.3066
3.4768,0,0,82,-81.2989
3.4932,0,0,82,-81.291
3.5096,0,0,82,-81.2829
3.526,0,0,82,-81.2748
3.5424,0,0,82,-81.2665
3.5588,0,0,82,-81.2581
3.5752,0,0,82,-81.2496
3.5916,0,0,82,-81.2409
3.608,0,0,82,-81.2322
3.6244,0,0,82,-81.2233
3.6408,0,0,82,-81.2143
3.6572,0,0,82,-81.2052
3.6736,0,0,82,-81.196
3.69,0,0,82,-81.1867
3.7064,0,0,82,-81.1773
3.7228,0,0,82,-81.1677
3.7392,0,0,82,-81.1581
3.7556,0,0,82,-81.1485
3.772,0,0,82,-81.1387
3.7884,0,0,82,-81.1288
3.8048,0,0,82,-81.1189
3.8212,0,0,82,-81.1089
3.8376,0,0,82,-81.0989
3.854,0,0,82,-81.0888
3.8704,0,0,82,-81.0786
3.8868,0,0,82,-81.0683
3.9032,0,0,82,-81.0581
3.9196,0,0,82,-81.0478
3.936,0,0,82,-81.0374
3.9524,0,0,82,-81.027
3.9688,0,0,82,-81.0166
3.9852,0,0,82,-81.0062
4.0016,0,0,82,-80.9958
4.018,0,0,82,-80.9853
4.0344,0,0,82,-80.9749
4.0508,0,0,82,-80.9645
4.0672,0,0,82,-80.954
4.0836,0,0,82,-80.9436
4.1,0,0,82,-80.9332
4.1164,0,0,82,-80.9228
4.1328,0,0,82,-80.9125
4.1492,0,0,82,-80.9022
4.1656,0,0,82,-80.8919
4.182,0,0,82,-80.8817
4.1984,0,0,82,-80.8715
4.2148,0,0,82,-80.8614
4.2312,0,0,82,-80.8514
4.2476,0,0,82,-80.8414
4.264,0,0,82,-80.8314
4.2804,0,0,82,-80.8216
4.2968,0,0,82,-80.8118
4.3132,0,0,82,-80.8022
4.3296,0,0,82,-80.7926
4.346,0,0,82,-80.7831
4.3624,0,0,82,-80.7736
4.3788,0,0,82,-80.7643
4.3952,0,0,82,-80.7551
4.4116,0,0,82,-80.746
4.428,0,0,82,-80.737
4.4444,0,0,82,-80.7281
4.4608,0,0,82,-80.7193
4.4772,0,0,82,-80.7106
4.4936,0,0,82,-80.7021
4.51,0,0,82,-80.6936
4.5264,0,0,82,-80.6853
4.5428,0,0,82,-80.6771
4.5592,0,0,82,-80.669
4.5756,0,0,82,-80.661
4.592,0,0,82,-80.6532
4.6084,0,0,82,-80.6454
4.6248,0,0,82,-80.6378
4.6412,0,0,82,-80.6303
4.6576,0,0,82,-80.623
4.674,0,0,82,-80.6158
4.6904,0,0,82,-80.6087
4.7068,0,0,82,-80.6018
4.7232,0,0,82,-80.595
4.7396,0,0,82,-80.5884
4.756,0,0,82,-80.5819
4.7724,0,0,82,-80.5757
4.7888,0,0,82,-80.5696
4.8052,0,0,82,-80.5637
4.8216,0,0,82,-80.5581
4.838,0,0,82,-80.5527
4.8544,0,0,82,-80.5477
4.8708,0,0,82,-80.543
4.8872,0,0,82,-80.5386
4.9036,0,0,82,-80.5347
4.92,0,0,82,-80.5313
4.9364,0,0,82,-80.5285
4.9528,0,0,82,-80.5263
4.9692,0,0,82,-80.5247
4.9856,0,0,82,-80.524
